,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.552734375,-0.642578125,-0.666015625,-0.646484375,-0.564453125,-0.666015625,-0.666015625,-0.580078125,-0.580078125,-0.65234375,-0.578125,-0.666015625,-0.568359375,-0.6640625,-0.65625,-0.57421875,-0.57421875,-0.658203125,-0.580078125,-0.65234375,-0.66015625,-0.572265625,-0.66015625,-0.59375,-0.638671875,-0.5703125,-0.630859375,-0.60546875,-0.625,-0.662109375,-0.56640625,-0.6640625,-0.564453125,-0.666015625,-0.564453125,-0.666015625,-0.642578125,-0.587890625,-0.666015625,-0.564453125,-0.666015625,-0.646484375,-0.58203125,-0.58203125,-0.666015625,-0.56640625
64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.552734375,-0.642578125,-0.666015625,-0.646484375,-0.564453125,-0.666015625,-0.666015625,-0.580078125,-0.580078125,-0.65234375,-0.578125,-0.666015625,-0.568359375,-0.6640625,-0.65625,-0.57421875,-0.57421875,-0.658203125,-0.580078125,-0.65234375,-0.66015625,-0.572265625,-0.66015625,-0.59375,-0.638671875,-0.5703125,-0.630859375,-0.60546875,-0.625,-0.662109375,-0.56640625,-0.6640625,-0.564453125,-0.666015625,-0.564453125,-0.666015625,-0.642578125,-0.587890625,-0.666015625,-0.564453125,-0.666015625,-0.646484375,-0.58203125,-0.58203125,-0.666015625,-0.56640625
65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.552734375,-0.642578125,-0.666015625,-0.646484375,-0.564453125,-0.666015625,-0.666015625,-0.580078125,-0.580078125,-0.65234375,-0.578125,-0.666015625,-0.568359375,-0.6640625,-0.65625,-0.57421875,-0.57421875,-0.658203125,-0.580078125,-0.65234375,-0.66015625,-0.572265625,-0.66015625,-0.59375,-0.638671875,-0.5703125,-0.630859375,-0.60546875,-0.625,-0.662109375,-0.56640625,-0.6640625,-0.564453125,-0.666015625,-0.564453125,-0.666015625,-0.642578125,-0.587890625,-0.666015625,-0.564453125,-0.666015625,-0.646484375,-0.58203125,-0.58203125,-0.666015625,-0.56640625
66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.552734375,-0.642578125,-0.666015625,-0.646484375,-0.564453125,-0.666015625,-0.666015625,-0.580078125,-0.580078125,-0.65234375,-0.578125,-0.666015625,-0.568359375,-0.6640625,-0.65625,-0.57421875,-0.57421875,-0.658203125,-0.580078125,-0.65234375,-0.66015625,-0.572265625,-0.66015625,-0.59375,-0.638671875,-0.5703125,-0.630859375,-0.60546875,-0.625,-0.662109375,-0.56640625,-0.6640625,-0.564453125,-0.666015625,-0.564453125,-0.666015625,-0.642578125,-0.587890625,-0.666015625,-0.564453125,-0.666015625,-0.646484375,-0.58203125,-0.58203125,-0.666015625,-0.56640625
67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.552734375,-0.642578125,-0.666015625,-0.646484375,-0.564453125,-0.666015625,-0.666015625,-0.580078125,-0.580078125,-0.65234375,-0.578125,-0.666015625,-0.568359375,-0.6640625,-0.65625,-0.57421875,-0.57421875,-0.658203125,-0.580078125,-0.65234375,-0.66015625,-0.572265625,-0.66015625,-0.59375,-0.638671875,-0.5703125,-0.630859375,-0.60546875,-0.625,-0.662109375,-0.56640625,-0.6640625,-0.564453125,-0.666015625,-0.564453125,-0.666015625,-0.642578125,-0.587890625,-0.666015625,-0.564453125,-0.666015625,-0.646484375,-0.58203125,-0.58203125,-0.666015625,-0.56640625
68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.552734375,-0.642578125,-0.666015625,-0.646484375,-0.564453125,-0.666015625,-0.666015625,-0.580078125,-0.580078125,-0.65234375,-0.578125,-0.666015625,-0.568359375,-0.6640625,-0.65625,-0.57421875,-0.57421875,-0.658203125,-0.580078125,-0.65234375,-0.66015625,-0.572265625,-0.66015625,-0.59375,-0.638671875,-0.5703125,-0.630859375,-0.60546875,-0.625,-0.662109375,-0.56640625,-0.6640625,-0.564453125,-0.666015625,-0.564453125,-0.666015625,-0.642578125,-0.587890625,-0.666015625,-0.564453125,-0.666015625,-0.646484375,-0.58203125,-0.58203125,-0.666015625,-0.56640625
69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.552734375,-0.642578125,-0.666015625,-0.646484375,-0.564453125,-0.666015625,-0.666015625,-0.580078125,-0.580078125,-0.65234375,-0.578125,-0.666015625,-0.568359375,-0.6640625,-0.65625,-0.57421875,-0.57421875,-0.658203125,-0.580078125,-0.65234375,-0.66015625,-0.572265625,-0.66015625,-0.59375,-0.638671875,-0.5703125,-0.630859375,-0.60546875,-0.625,-0.662109375,-0.56640625,-0.6640625,-0.564453125,-0.666015625,-0.564453125,-0.666015625,-0.642578125,-0.587890625,-0.666015625,-0.564453125,-0.666015625,-0.646484375,-0.58203125,-0.58203125,-0.666015625,-0.56640625
70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.552734375,-0.642578125,-0.666015625,-0.646484375,-0.564453125,-0.666015625,-0.666015625,-0.580078125,-0.580078125,-0.65234375,-0.578125,-0.666015625,-0.568359375,-0.6640625,-0.65625,-0.57421875,-0.57421875,-0.658203125,-0.580078125,-0.65234375,-0.66015625,-0.572265625,-0.66015625,-0.59375,-0.638671875,-0.5703125,-0.630859375,-0.60546875,-0.625,-0.662109375,-0.56640625,-0.6640625,-0.564453125,-0.666015625,-0.564453125,-0.666015625,-0.642578125,-0.587890625,-0.666015625,-0.564453125,-0.666015625,-0.646484375,-0.58203125,-0.58203125,-0.666015625,-0.56640625
71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.552734375,-0.642578125,-0.666015625,-0.646484375,-0.564453125,-0.666015625,-0.666015625,-0.580078125,-0.580078125,-0.65234375,-0.578125,-0.666015625,-0.568359375,-0.6640625,-0.65625,-0.57421875,-0.57421875,-0.658203125,-0.580078125,-0.65234375,-0.66015625,-0.572265625,-0.66015625,-0.59375,-0.638671875,-0.5703125,-0.630859375,-0.60546875,-0.625,-0.662109375,-0.56640625,-0.6640625,-0.564453125,-0.666015625,-0.564453125,-0.666015625,-0.642578125,-0.587890625,-0.666015625,-0.564453125,-0.666015625,-0.646484375,-0.58203125,-0.58203125,-0.666015625,-0.56640625
72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.552734375,-0.642578125,-0.666015625,-0.646484375,-0.564453125,-0.666015625,-0.666015625,-0.580078125,-0.580078125,-0.65234375,-0.578125,-0.666015625,-0.568359375,-0.6640625,-0.65625,-0.57421875,-0.57421875,-0.658203125,-0.580078125,-0.65234375,-0.66015625,-0.572265625,-0.66015625,-0.59375,-0.638671875,-0.5703125,-0.630859375,-0.60546875,-0.625,-0.662109375,-0.56640625,-0.6640625,-0.564453125,-0.666015625,-0.564453125,-0.666015625,-0.642578125,-0.587890625,-0.666015625,-0.564453125,-0.666015625,-0.646484375,-0.58203125,-0.58203125,-0.666015625,-0.56640625
73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.552734375,-0.642578125,-0.666015625,-0.646484375,-0.564453125,-0.666015625,-0.666015625,-0.580078125,-0.580078125,-0.65234375,-0.578125,-0.666015625,-0.568359375,-0.6640625,-0.65625,-0.57421875,-0.57421875,-0.658203125,-0.580078125,-0.65234375,-0.66015625,-0.572265625,-0.66015625,-0.59375,-0.638671875,-0.5703125,-0.630859375,-0.60546875,-0.625,-0.662109375,-0.56640625,-0.6640625,-0.564453125,-0.666015625,-0.564453125,-0.666015625,-0.642578125,-0.587890625,-0.666015625,-0.564453125,-0.666015625,-0.646484375,-0.58203125,-0.58203125,-0.666015625,-0.56640625
74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.552734375,-0.642578125,-0.666015625,-0.646484375,-0.564453125,-0.666015625,-0.666015625,-0.580078125,-0.580078125,-0.65234375,-0.578125,-0.666015625,-0.568359375,-0.6640625,-0.65625,-0.57421875,-0.57421875,-0.658203125,-0.580078125,-0.65234375,-0.66015625,-0.572265625,-0.66015625,-0.59375,-0.638671875,-0.5703125,-0.630859375,-0.60546875,-0.625,-0.662109375,-0.56640625,-0.6640625,-0.564453125,-0.666015625,-0.564453125,-0.666015625,-0.642578125,-0.587890625,-0.666015625,-0.564453125,-0.666015625,-0.646484375,-0.58203125,-0.58203125,-0.666015625,-0.56640625
75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.552734375,-0.642578125,-0.666015625,-0.646484375,-0.564453125,-0.666015625,-0.666015625,-0.580078125,-0.580078125,-0.65234375,-0.578125,-0.666015625,-0.568359375,-0.6640625,-0.65625,-0.57421875,-0.57421875,-0.658203125,-0.580078125,-0.65234375,-0.66015625,-0.572265625,-0.66015625,-0.59375,-0.638671875,-0.5703125,-0.630859375,-0.60546875,-0.625,-0.662109375,-0.56640625,-0.6640625,-0.564453125,-0.666015625,-0.564453125,-0.666015625,-0.642578125,-0.587890625,-0.666015625,-0.564453125,-0.666015625,-0.646484375,-0.58203125,-0.58203125,-0.666015625,-0.56640625
76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.552734375,-0.642578125,-0.666015625,-0.646484375,-0.564453125,-0.666015625,-0.666015625,-0.580078125,-0.580078125,-0.65234375,-0.578125,-0.666015625,-0.568359375,-0.6640625,-0.65625,-0.57421875,-0.57421875,-0.658203125,-0.580078125,-0.65234375,-0.66015625,-0.572265625,-0.66015625,-0.59375,-0.638671875,-0.5703125,-0.630859375,-0.60546875,-0.625,-0.662109375,-0.56640625,-0.6640625,-0.564453125,-0.666015625,-0.564453125,-0.666015625,-0.642578125,-0.587890625,-0.666015625,-0.564453125,-0.666015625,-0.646484375,-0.58203125,-0.58203125,-0.666015625,-0.56640625
77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.552734375,-0.642578125,-0.666015625,-0.646484375,-0.564453125,-0.666015625,-0.666015625,-0.580078125,-0.580078125,-0.65234375,-0.578125,-0.666015625,-0.568359375,-0.6640625,-0.65625,-0.57421875,-0.57421875,-0.658203125,-0.580078125,-0.65234375,-0.66015625,-0.572265625,-0.66015625,-0.59375,-0.638671875,-0.5703125,-0.630859375,-0.60546875,-0.625,-0.662109375,-0.56640625,-0.6640625,-0.564453125,-0.666015625,-0.564453125,-0.666015625,-0.642578125,-0.587890625,-0.666015625,-0.564453125,-0.666015625,-0.646484375,-0.58203125,-0.58203125,-0.666015625,-0.56640625
78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.552734375,-0.642578125,-0.666015625,-0.646484375,-0.564453125,-0.666015625,-0.666015625,-0.580078125,-0.580078125,-0.65234375,-0.578125,-0.666015625,-0.568359375,-0.6640625,-0.65625,-0.57421875,-0.57421875,-0.658203125,-0.580078125,-0.65234375,-0.66015625,-0.572265625,-0.66015625,-0.59375,-0.638671875,-0.5703125,-0.630859375,-0.60546875,-0.625,-0.662109375,-0.56640625,-0.6640625,-0.564453125,-0.666015625,-0.564453125,-0.666015625,-0.642578125,-0.587890625,-0.666015625,-0.564453125,-0.666015625,-0.646484375,-0.58203125,-0.58203125,-0.666015625,-0.56640625
79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.552734375,-0.642578125,-0.666015625,-0.646484375,-0.564453125,-0.666015625,-0.666015625,-0.580078125,-0.580078125,-0.65234375,-0.578125,-0.666015625,-0.568359375,-0.6640625,-0.65625,-0.57421875,-0.57421875,-0.658203125,-0.580078125,-0.65234375,-0.66015625,-0.572265625,-0.66015625,-0.59375,-0.638671875,-0.5703125,-0.630859375,-0.60546875,-0.625,-0.662109375,-0.56640625,-0.6640625,-0.564453125,-0.666015625,-0.564453125,-0.666015625,-0.642578125,-0.587890625,-0.666015625,-0.564453125,-0.666015625,-0.646484375,-0.58203125,-0.58203125,-0.666015625,-0.56640625
80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.552734375,-0.642578125,-0.666015625,-0.646484375,-0.564453125,-0.666015625,-0.666015625,-0.580078125,-0.580078125,-0.65234375,-0.578125,-0.666015625,-0.568359375,-0.6640625,-0.65625,-0.57421875,-0.57421875,-0.658203125,-0.580078125,-0.65234375,-0.66015625,-0.572265625,-0.66015625,-0.59375,-0.638671875,-0.5703125,-0.630859375,-0.60546875,-0.625,-0.662109375,-0.56640625,-0.6640625,-0.564453125,-0.666015625,-0.564453125,-0.666015625,-0.642578125,-0.587890625,-0.666015625,-0.564453125,-0.666015625,-0.646484375,-0.58203125,-0.58203125,-0.666015625,-0.56640625
81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.552734375,-0.642578125,-0.666015625,-0.646484375,-0.564453125,-0.666015625,-0.666015625,-0.580078125,-0.580078125,-0.65234375,-0.578125,-0.666015625,-0.568359375,-0.6640625,-0.65625,-0.57421875,-0.57421875,-0.658203125,-0.580078125,-0.65234375,-0.66015625,-0.572265625,-0.66015625,-0.59375,-0.638671875,-0.5703125,-0.630859375,-0.60546875,-0.625,-0.662109375,-0.56640625,-0.6640625,-0.564453125,-0.666015625,-0.564453125,-0.666015625,-0.642578125,-0.587890625,-0.666015625,-0.564453125,-0.666015625,-0.646484375,-0.58203125,-0.58203125,-0.666015625,-0.56640625
82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.552734375,-0.642578125,-0.666015625,-0.646484375,-0.564453125,-0.666015625,-0.666015625,-0.580078125,-0.580078125,-0.65234375,-0.578125,-0.666015625,-0.568359375,-0.6640625,-0.65625,-0.57421875,-0.57421875,-0.658203125,-0.580078125,-0.65234375,-0.66015625,-0.572265625,-0.66015625,-0.59375,-0.638671875,-0.5703125,-0.630859375,-0.60546875,-0.625,-0.662109375,-0.56640625,-0.6640625,-0.564453125,-0.666015625,-0.564453125,-0.666015625,-0.642578125,-0.587890625,-0.666015625,-0.564453125,-0.666015625,-0.646484375,-0.58203125,-0.58203125,-0.666015625,-0.56640625
83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.552734375,-0.642578125,-0.666015625,-0.646484375,-0.564453125,-0.666015625,-0.666015625,-0.580078125,-0.580078125,-0.65234375,-0.578125,-0.666015625,-0.568359375,-0.6640625,-0.65625,-0.57421875,-0.57421875,-0.658203125,-0.580078125,-0.65234375,-0.66015625,-0.572265625,-0.66015625,-0.59375,-0.638671875,-0.5703125,-0.630859375,-0.60546875,-0.625,-0.662109375,-0.56640625,-0.6640625,-0.564453125,-0.666015625,-0.564453125,-0.666015625,-0.642578125,-0.587890625,-0.666015625,-0.564453125,-0.666015625,-0.646484375,-0.58203125,-0.58203125,-0.666015625,-0.56640625
84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.552734375,-0.642578125,-0.666015625,-0.646484375,-0.564453125,-0.666015625,-0.666015625,-0.580078125,-0.580078125,-0.65234375,-0.578125,-0.666015625,-0.568359375,-0.6640625,-0.65625,-0.57421875,-0.57421875,-0.658203125,-0.580078125,-0.65234375,-0.66015625,-0.572265625,-0.66015625,-0.59375,-0.638671875,-0.5703125,-0.630859375,-0.60546875,-0.625,-0.662109375,-0.56640625,-0.6640625,-0.564453125,-0.666015625,-0.564453125,-0.666015625,-0.642578125,-0.587890625,-0.666015625,-0.564453125,-0.666015625,-0.646484375,-0.58203125,-0.58203125,-0.666015625,-0.56640625
85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.552734375,-0.642578125,-0.666015625,-0.646484375,-0.564453125,-0.666015625,-0.666015625,-0.580078125,-0.580078125,-0.65234375,-0.578125,-0.666015625,-0.568359375,-0.6640625,-0.65625,-0.57421875,-0.57421875,-0.658203125,-0.580078125,-0.65234375,-0.66015625,-0.572265625,-0.66015625,-0.59375,-0.638671875,-0.5703125,-0.630859375,-0.60546875,-0.625,-0.662109375,-0.56640625,-0.6640625,-0.564453125,-0.666015625,-0.564453125,-0.666015625,-0.642578125,-0.587890625,-0.666015625,-0.564453125,-0.666015625,-0.646484375,-0.58203125,-0.58203125,-0.666015625,-0.56640625
86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.552734375,-0.642578125,-0.666015625,-0.646484375,-0.564453125,-0.666015625,-0.666015625,-0.580078125,-0.580078125,-0.65234375,-0.578125,-0.666015625,-0.568359375,-0.6640625,-0.65625,-0.57421875,-0.57421875,-0.658203125,-0.580078125,-0.65234375,-0.66015625,-0.572265625,-0.66015625,-0.59375,-0.638671875,-0.5703125,-0.630859375,-0.60546875,-0.625,-0.662109375,-0.56640625,-0.6640625,-0.564453125,-0.666015625,-0.564453125,-0.666015625,-0.642578125,-0.587890625,-0.666015625,-0.564453125,-0.666015625,-0.646484375,-0.58203125,-0.58203125,-0.666015625,-0.56640625
87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.552734375,-0.642578125,-0.666015625,-0.646484375,-0.564453125,-0.666015625,-0.666015625,-0.580078125,-0.580078125,-0.65234375,-0.578125,-0.666015625,-0.568359375,-0.6640625,-0.65625,-0.57421875,-0.57421875,-0.658203125,-0.580078125,-0.65234375,-0.66015625,-0.572265625,-0.66015625,-0.59375,-0.638671875,-0.5703125,-0.630859375,-0.60546875,-0.625,-0.662109375,-0.56640625,-0.6640625,-0.564453125,-0.666015625,-0.564453125,-0.666015625,-0.642578125,-0.587890625,-0.666015625,-0.564453125,-0.666015625,-0.646484375,-0.58203125,-0.58203125,-0.666015625,-0.56640625
88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.552734375,-0.642578125,-0.666015625,-0.646484375,-0.564453125,-0.666015625,-0.666015625,-0.580078125,-0.580078125,-0.65234375,-0.578125,-0.666015625,-0.568359375,-0.6640625,-0.65625,-0.57421875,-0.57421875,-0.658203125,-0.580078125,-0.65234375,-0.66015625,-0.572265625,-0.66015625,-0.59375,-0.638671875,-0.5703125,-0.630859375,-0.60546875,-0.625,-0.662109375,-0.56640625,-0.6640625,-0.564453125,-0.666015625,-0.564453125,-0.666015625,-0.642578125,-0.587890625,-0.666015625,-0.564453125,-0.666015625,-0.646484375,-0.58203125,-0.58203125,-0.666015625,-0.56640625
89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.552734375,-0.642578125,-0.666015625,-0.646484375,-0.564453125,-0.666015625,-0.666015625,-0.580078125,-0.580078125,-0.65234375,-0.578125,-0.666015625,-0.568359375,-0.6640625,-0.65625,-0.57421875,-0.57421875,-0.658203125,-0.580078125,-0.65234375,-0.66015625,-0.572265625,-0.66015625,-0.59375,-0.638671875,-0.5703125,-0.630859375,-0.60546875,-0.625,-0.662109375,-0.56640625,-0.6640625,-0.564453125,-0.666015625,-0.564453125,-0.666015625,-0.642578125,-0.587890625,-0.666015625,-0.564453125,-0.666015625,-0.646484375,-0.58203125,-0.58203125,-0.666015625,-0.56640625
90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.552734375,-0.642578125,-0.666015625,-0.646484375,-0.564453125,-0.666015625,-0.666015625,-0.580078125,-0.580078125,-0.65234375,-0.578125,-0.666015625,-0.568359375,-0.6640625,-0.65625,-0.57421875,-0.57421875,-0.658203125,-0.580078125,-0.65234375,-0.66015625,-0.572265625,-0.66015625,-0.59375,-0.638671875,-0.5703125,-0.630859375,-0.60546875,-0.625,-0.662109375,-0.56640625,-0.6640625,-0.564453125,-0.666015625,-0.564453125,-0.666015625,-0.642578125,-0.587890625,-0.666015625,-0.564453125,-0.666015625,-0.646484375,-0.58203125,-0.58203125,-0.666015625,-0.56640625
91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.552734375,-0.642578125,-0.666015625,-0.646484375,-0.564453125,-0.666015625,-0.666015625,-0.580078125,-0.580078125,-0.65234375,-0.578125,-0.666015625,-0.568359375,-0.6640625,-0.65625,-0.57421875,-0.57421875,-0.658203125,-0.580078125,-0.65234375,-0.66015625,-0.572265625,-0.66015625,-0.59375,-0.638671875,-0.5703125,-0.630859375,-0.60546875,-0.625,-0.662109375,-0.56640625,-0.6640625,-0.564453125,-0.666015625,-0.564453125,-0.666015625,-0.642578125,-0.587890625,-0.666015625,-0.564453125,-0.666015625,-0.646484375,-0.58203125,-0.58203125,-0.666015625,-0.56640625
92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.552734375,-0.642578125,-0.666015625,-0.646484375,-0.564453125,-0.666015625,-0.666015625,-0.580078125,-0.580078125,-0.65234375,-0.578125,-0.666015625,-0.568359375,-0.6640625,-0.65625,-0.57421875,-0.57421875,-0.658203125,-0.580078125,-0.65234375,-0.66015625,-0.572265625,-0.66015625,-0.59375,-0.638671875,-0.5703125,-0.630859375,-0.60546875,-0.625,-0.662109375,-0.56640625,-0.6640625,-0.564453125,-0.666015625,-0.564453125,-0.666015625,-0.642578125,-0.587890625,-0.666015625,-0.564453125,-0.666015625,-0.646484375,-0.58203125,-0.58203125,-0.666015625,-0.56640625
93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.552734375,-0.642578125,-0.666015625,-0.646484375,-0.564453125,-0.666015625,-0.666015625,-0.580078125,-0.580078125,-0.65234375,-0.578125,-0.666015625,-0.568359375,-0.6640625,-0.65625,-0.57421875,-0.57421875,-0.658203125,-0.580078125,-0.65234375,-0.66015625,-0.572265625,-0.66015625,-0.59375,-0.638671875,-0.5703125,-0.630859375,-0.60546875,-0.625,-0.662109375,-0.56640625,-0.6640625,-0.564453125,-0.666015625,-0.564453125,-0.666015625,-0.642578125,-0.587890625,-0.666015625,-0.564453125,-0.666015625,-0.646484375,-0.58203125,-0.58203125,-0.666015625,-0.56640625
94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.552734375,-0.642578125,-0.666015625,-0.646484375,-0.564453125,-0.666015625,-0.666015625,-0.580078125,-0.580078125,-0.65234375,-0.578125,-0.666015625,-0.568359375,-0.6640625,-0.65625,-0.57421875,-0.57421875,-0.658203125,-0.580078125,-0.65234375,-0.66015625,-0.572265625,-0.66015625,-0.59375,-0.638671875,-0.5703125,-0.630859375,-0.60546875,-0.625,-0.662109375,-0.56640625,-0.6640625,-0.564453125,-0.666015625,-0.564453125,-0.666015625,-0.642578125,-0.587890625,-0.666015625,-0.564453125,-0.666015625,-0.646484375,-0.58203125,-0.58203125,-0.666015625,-0.56640625
